#         t          x          y          z         vx         vy         vz
       0.5500   -1508.6161    -539.7617   -1385.9101   -9960.5983   -3550.1961   -9164.2355
       0.5510   -1518.5760    -543.3117   -1395.0737   -9959.2141   -3549.7008   -9162.9636
       0.5520   -1528.5345    -546.8611   -1404.2361   -9957.8475   -3549.2119   -9161.7078
       0.5530   -1538.4917    -550.4101   -1413.3972   -9956.4981   -3548.7291   -9160.4679
       0.5540   -1548.4475    -553.9586   -1422.5570   -9955.1656   -3548.2524   -9159.2435
       0.5550   -1558.4020    -557.5066   -1431.7157   -9953.8498   -3547.7817   -9158.0343
       0.5560   -1568.3552    -561.0542   -1440.8731   -9952.5502   -3547.3168   -9156.8401
       0.5570   -1578.3071    -564.6013   -1450.0294   -9951.2666   -3546.8576   -9155.6606
       0.5580   -1588.2578    -568.1479   -1459.1844   -9949.9986   -3546.4040   -9154.4955
       0.5590   -1598.2072    -571.6941   -1468.3383   -9948.7461   -3545.9560   -9153.3445
       0.5600   -1608.1553    -575.2398   -1477.4911   -9947.5087   -3545.5133   -9152.2074
       0.5610   -1618.1022    -578.7851   -1486.6428   -9946.2862   -3545.0760   -9151.0840
       0.5620   -1628.0479    -582.3300   -1495.7933   -9945.0782   -3544.6439   -9149.9739
       0.5630   -1637.9923    -585.8744   -1504.9427   -9943.8845   -3544.2170   -9148.8770
       0.5640   -1647.9356    -589.4184   -1514.0911   -9942.7049   -3543.7951   -9147.7930
       0.5650   -1657.8778    -592.9620   -1523.2383   -9941.5391   -3543.3781   -9146.7216
       0.5660   -1667.8187    -596.5051   -1532.3845   -9940.3869   -3542.9660   -9145.6628
       0.5670   -1677.7585    -600.0479   -1541.5296   -9939.2480   -3542.5587   -9144.6162
       0.5680   -1687.6972    -603.5903   -1550.6737   -9938.1222   -3542.1561   -9143.5816
       0.5690   -1697.6348    -607.1322   -1559.8168   -9937.0093   -3541.7580   -9142.5588
       0.5700   -1707.5712    -610.6738   -1568.9589   -9935.9091   -3541.3646   -9141.5477
       0.5710   -1717.5066    -614.2150   -1578.0999   -9934.8213   -3540.9755   -9140.5480
       0.5720   -1727.4409    -617.7557   -1587.2400   -9933.7457   -3540.5909   -9139.5595
       0.5730   -1737.3741    -621.2961   -1596.3790   -9932.6821   -3540.2105   -9138.5821
       0.5740   -1747.3063    -624.8362   -1605.5171   -9931.6304   -3539.8344   -9137.6155
       0.5750   -1757.2374    -628.3758   -1614.6543   -9930.5902   -3539.4625   -9136.6596
       0.5760   -1767.1675    -631.9151   -1623.7905   -9929.5615   -3539.0946   -9135.7142
       0.5770   -1777.0965    -635.4540   -1632.9257   -9928.5441   -3538.7308   -9134.7791
       0.5780   -1787.0245    -638.9926   -1642.0600   -9927.5377   -3538.3709   -9133.8542
       0.5790   -1796.9516    -642.5307   -1651.1934   -9926.5422   -3538.0150   -9132.9392
       0.5800   -1806.8776    -646.0686   -1660.3259   -9925.5573   -3537.6628   -9132.0341
       0.5810   -1816.8027    -649.6061   -1669.4575   -9924.5830   -3537.3145   -9131.1387
       0.5820   -1826.7268    -653.1432   -1678.5882   -9923.6191   -3536.9698   -9130.2528
       0.5830   -1836.6499    -656.6800   -1687.7180   -9922.6654   -3536.6288   -9129.3762
       0.5840   -1846.5721    -660.2165   -1696.8470   -9921.7217   -3536.2914   -9128.5088
       0.5850   -1856.4934    -663.7526   -1705.9750   -9920.7878   -3535.9575   -9127.6506
       0.5860   -1866.4137    -667.2884   -1715.1023   -9919.8637   -3535.6271   -9126.8012
       0.5870   -1876.3331    -670.8239   -1724.2286   -9918.9491   -3535.3001   -9125.9607
       0.5880   -1886.2516    -674.3590   -1733.3542   -9918.0440   -3534.9765   -9125.1287
       0.5890   -1896.1692    -677.8938   -1742.4789   -9917.1481   -3534.6563   -9124.3053
       0.5900   -1906.0859    -681.4283   -1751.6028   -9916.2614   -3534.3392   -9123.4903
       0.5910   -1916.0017    -684.9625   -1760.7259   -9915.3836   -3534.0255   -9122.6836
       0.5920   -1925.9167    -688.4964   -1769.8482   -9914.5147   -3533.7148   -9121.8850
       0.5930   -1935.8308    -692.0299   -1778.9697   -9913.6546   -3533.4073   -9121.0944
       0.5940   -1945.7440    -695.5632   -1788.0904   -9912.8030   -3533.1029   -9120.3116
       0.5950   -1955.6564    -699.0961   -1797.2103   -9911.9598   -3532.8015   -9119.5367
       0.5960   -1965.5679    -702.6288   -1806.3294   -9911.1251   -3532.5031   -9118.7694
       0.5970   -1975.4786    -706.1611   -1815.4478   -9910.2985   -3532.2076   -9118.0096
       0.5980   -1985.3885    -709.6932   -1824.5655   -9909.4800   -3531.9150   -9117.2573
       0.5990   -1995.2976    -713.2250   -1833.6823   -9908.6694   -3531.6253   -9116.5123
       0.6000   -2005.2059    -716.7565   -1842.7985   -9907.8668   -3531.3384   -9115.7745
       0.6010   -2015.1133    -720.2876   -1851.9139   -9907.0718   -3531.0542   -9115.0439
       0.6020   -2025.0200    -723.8186   -1861.0286   -9906.2845   -3530.7728   -9114.3202
       0.6030   -2034.9259    -727.3492   -1870.1425   -9905.5047   -3530.4941   -9113.6034
       0.6040   -2044.8310    -730.8796   -1879.2558   -9904.7323   -3530.2180   -9112.8935
       0.6050   -2054.7354    -734.4096   -1888.3683   -9903.9672   -3529.9445   -9112.1902
       0.6060   -2064.6390    -737.9394   -1897.4802   -9903.2093   -3529.6737   -9111.4936
       0.6070   -2074.5418    -741.4690   -1906.5913   -9902.4585   -3529.4053   -9110.8035
       0.6080   -2084.4439    -744.9983   -1915.7018   -9901.7148   -3529.1395   -9110.1198
       0.6090   -2094.3452    -748.5273   -1924.8116   -9900.9779   -3528.8761   -9109.4424
       0.6100   -2104.2459    -752.0560   -1933.9207   -9900.2478   -3528.6152   -9108.7713
       0.6110   -2114.1457    -755.5845   -1943.0291   -9899.5244   -3528.3566   -9108.1064
       0.6120   -2124.0449    -759.1127   -1952.1369   -9898.8076   -3528.1005   -9107.4476
       0.6130   -2133.9434    -762.6407   -1961.2440   -9898.0974   -3527.8467   -9106.7947
       0.6140   -2143.8411    -766.1684   -1970.3505   -9897.3936   -3527.5951   -9106.1478
       0.6150   -2153.7382    -769.6959   -1979.4563   -9896.6962   -3527.3459   -9105.5067
       0.6160   -2163.6345    -773.2231   -1988.5615   -9896.0050   -3527.0989   -9104.8713
       0.6170   -2173.5302    -776.7501   -1997.6661   -9895.3200   -3526.8541   -9104.2416
       0.6180   -2183.4251    -780.2768   -2006.7700   -9894.6411   -3526.6115   -9103.6176
       0.6190   -2193.3194    -783.8033   -2015.8733   -9893.9682   -3526.3710   -9102.9990
       0.6200   -2203.2131    -787.3296   -2024.9760   -9893.3012   -3526.1326   -9102.3859
       0.6210   -2213.1061    -790.8556   -2034.0781   -9892.6401   -3525.8964   -9101.7782
       0.6220   -2222.9984    -794.3814   -2043.1795   -9891.9848   -3525.6622   -9101.1758
       0.6230   -2232.8900    -797.9069   -2052.2804   -9891.3352   -3525.4301   -9100.5787
       0.6240   -2242.7810    -801.4322   -2061.3807   -9890.6912   -3525.2000   -9099.9867
       0.6250   -2252.6714    -804.9573   -2070.4804   -9890.0528   -3524.9718   -9099.3998
       0.6260   -2262.5611    -808.4822   -2079.5795   -9889.4198   -3524.7457   -9098.8180
       0.6270   -2272.4503    -812.0068   -2088.6780   -9888.7923   -3524.5214   -9098.2411
       0.6280   -2282.3387    -815.5312   -2097.7760   -9888.1701   -3524.2991   -9097.6691
       0.6290   -2292.2266    -819.0554   -2106.8734   -9887.5532   -3524.0787   -9097.1020
       0.6300   -2302.1138    -822.5794   -2115.9702   -9886.9415   -3523.8601   -9096.5397
       0.6310   -2312.0005    -826.1031   -2125.0665   -9886.3349   -3523.6433   -9095.9821
       0.6320   -2321.8865    -829.6267   -2134.1622   -9885.7334   -3523.4284   -9095.4292
       0.6330   -2331.7720    -833.1500   -2143.2573   -9885.1369   -3523.2153   -9094.8808
       0.6340   -2341.6568    -836.6731   -2152.3519   -9884.5454   -3523.0039   -9094.3370
       0.6350   -2351.5410    -840.1960   -2161.4460   -9883.9588   -3522.7943   -9093.7978
       0.6360   -2361.4247    -843.7187   -2170.5395   -9883.3770   -3522.5865   -9093.2629
       0.6370   -2371.3078    -847.2412   -2179.6325   -9882.7999   -3522.3803   -9092.7324
       0.6380   -2381.1903    -850.7634   -2188.7250   -9882.2276   -3522.1758   -9092.2063
       0.6390   -2391.0723    -854.2855   -2197.8169   -9881.6599   -3521.9730   -9091.6844
       0.6400   -2400.9536    -857.8074   -2206.9084   -9881.0968   -3521.7718   -9091.1668
       0.6410   -2410.8345    -861.3291   -2215.9993   -9880.5383   -3521.5723   -9090.6533
       0.6420   -2420.7147    -864.8505   -2225.0897   -9879.9842   -3521.3743   -9090.1440
       0.6430   -2430.5944    -868.3718   -2234.1796   -9879.4346   -3521.1779   -9089.6387
       0.6440   -2440.4736    -871.8929   -2243.2690   -9878.8894   -3520.9831   -9089.1374
       0.6450   -2450.3522    -875.4138   -2252.3578   -9878.3484   -3520.7899   -9088.6402
       0.6460   -2460.2303    -878.9345   -2261.4462   -9877.8118   -3520.5982   -9088.1468
       0.6470   -2470.1078    -882.4550   -2270.5341   -9877.2794   -3520.4080   -9087.6573
       0.6480   -2479.9848    -885.9753   -2279.6216   -9876.7511   -3520.2192   -9087.1717
       0.6490   -2489.8613    -889.4954   -2288.7085   -9876.2270   -3520.0320   -9086.6898
       0.6500   -2499.7373    -893.0153   -2297.7949   -9875.7069   -3519.8462   -9086.2117
       0.6510   -2509.6128    -896.5351   -2306.8809   -9875.1909   -3519.6619   -9085.7373
       0.6520   -2519.4877    -900.0547   -2315.9664   -9874.6789   -3519.4789   -9085.2666
       0.6530   -2529.3621    -903.5741   -2325.0514   -9874.1708   -3519.2974   -9084.7995
       0.6540   -2539.2360    -907.0933   -2334.1360   -9873.6665   -3519.1173   -9084.3359
       0.6550   -2549.1094    -910.6123   -2343.2201   -9873.1662   -3518.9386   -9083.8759
       0.6560   -2558.9824    -914.1311   -2352.3038   -9872.6696   -3518.7612   -9083.4194
       0.6570   -2568.8548    -917.6498   -2361.3870   -9872.1768   -3518.5851   -9082.9663
       0.6580   -2578.7267    -921.1683   -2370.4697   -9871.6877   -3518.4104   -9082.5167
       0.6590   -2588.5982    -924.6866   -2379.5520   -9871.2023   -3518.2370   -9082.0704
       0.6600   -2598.4691    -928.2048   -2388.6338   -9870.7205   -3518.0649   -9081.6274
       0.6610   -2608.3396    -931.7228   -2397.7152   -9870.2423   -3517.8941   -9081.1878
       0.6620   -2618.2096    -935.2406   -2406.7962   -9869.7676   -3517.7245   -9080.7514
       0.6630   -2628.0791    -938.7582   -2415.8768   -9869.2965   -3517.5562   -9080.3183
       0.6640   -2637.9482    -942.2757   -2424.9569   -9868.8288   -3517.3892   -9079.8883
       0.6650   -2647.8168    -945.7930   -2434.0365   -9868.3646   -3517.2234   -9079.4615
       0.6660   -2657.6849    -949.3101   -2443.1158   -9867.9037   -3517.0588   -9079.0378
       0.6670   -2667.5526    -952.8271   -2452.1946   -9867.4463   -3516.8953   -9078.6172
       0.6680   -2677.4198    -956.3439   -2461.2730   -9866.9921   -3516.7331   -9078.1997
       0.6690   -2687.2866    -959.8606   -2470.3510   -9866.5412   -3516.5721   -9077.7851
       0.6700   -2697.1529    -963.3771   -2479.4286   -9866.0936   -3516.4122   -9077.3736
       0.6710   -2707.0188    -966.8934   -2488.5058   -9865.6492   -3516.2535   -9076.9650
       0.6720   -2716.8842    -970.4096   -2497.5825   -9865.2080   -3516.0959   -9076.5594
       0.6730   -2726.7492    -973.9256   -2506.6589   -9864.7699   -3515.9394   -9076.1566
       0.6740   -2736.6138    -977.4415   -2515.7348   -9864.3349   -3515.7840   -9075.7567
       0.6750   -2746.4779    -980.9572   -2524.8104   -9863.9030   -3515.6298   -9075.3596
       0.6760   -2756.3416    -984.4727   -2533.8856   -9863.4742   -3515.4766   -9074.9653
       0.6770   -2766.2048    -987.9881   -2542.9603   -9863.0484   -3515.3245   -9074.5738
       0.6780   -2776.0677    -991.5034   -2552.0347   -9862.6255   -3515.1735   -9074.1851
       0.6790   -2785.9301    -995.0185   -2561.1087   -9862.2056   -3515.0235   -9073.7990
       0.6800   -2795.7921    -998.5334   -2570.1823   -9861.7886   -3514.8746   -9073.4156
       0.6810   -2805.6537   -1002.0482   -2579.2555   -9861.3746   -3514.7267   -9073.0349
       0.6820   -2815.5148   -1005.5629   -2588.3284   -9860.9633   -3514.5798   -9072.6568
       0.6830   -2825.3756   -1009.0774   -2597.4008   -9860.5549   -3514.4340   -9072.2814
       0.6840   -2835.2359   -1012.5917   -2606.4729   -9860.1493   -3514.2891   -9071.9084
       0.6850   -2845.0959   -1016.1060   -2615.5447   -9859.7465   -3514.1453   -9071.5381
       0.6860   -2854.9554   -1019.6200   -2624.6160   -9859.3464   -3514.0024   -9071.1702
       0.6870   -2864.8146   -1023.1340   -2633.6870   -9858.9491   -3513.8605   -9070.8049
       0.6880   -2874.6733   -1026.6478   -2642.7576   -9858.5544   -3513.7195   -9070.4420
       0.6890   -2884.5317   -1030.1614   -2651.8279   -9858.1624   -3513.5795   -9070.0816
       0.6900   -2894.3897   -1033.6749   -2660.8978   -9857.7730   -3513.4404   -9069.7236
       0.6910   -2904.2472   -1037.1883   -2669.9673   -9857.3862   -3513.3023   -9069.3680
       0.6920   -2914.1044   -1040.7015   -2679.0365   -9857.0020   -3513.1651   -9069.0147
       0.6930   -2923.9612   -1044.2146   -2688.1054   -9856.6204   -3513.0288   -9068.6638
       0.6940   -2933.8177   -1047.7276   -2697.1739   -9856.2413   -3512.8934   -9068.3153
       0.6950   -2943.6737   -1051.2404   -2706.2420   -9855.8647   -3512.7589   -9067.9690
       0.6960   -2953.5294   -1054.7531   -2715.3098   -9855.4906   -3512.6253   -9067.6250
       0.6970   -2963.3847   -1058.2657   -2724.3772   -9855.1189   -3512.4926   -9067.2833
       0.6980   -2973.2396   -1061.7781   -2733.4444   -9854.7497   -3512.3607   -9066.9438
       0.6990   -2983.0942   -1065.2904   -2742.5111   -9854.3828   -3512.2297   -9066.6065
       0.7000   -2992.9484   -1068.8025   -2751.5776   -9854.0184   -3512.0996   -9066.2714
       0.7010   -3002.8022   -1072.3146   -2760.6437   -9853.6563   -3511.9703   -9065.9385
       0.7020   -3012.6557   -1075.8265   -2769.7095   -9853.2965   -3511.8418   -9065.6077
       0.7030   -3022.5088   -1079.3383   -2778.7749   -9852.9391   -3511.7142   -9065.2791
       0.7040   -3032.3616   -1082.8499   -2787.8400   -9852.5840   -3511.5874   -9064.9525
       0.7050   -3042.2140   -1086.3614   -2796.9048   -9852.2311   -3511.4614   -9064.6281
       0.7060   -3052.0661   -1089.8728   -2805.9693   -9851.8805   -3511.3361   -9064.3057
       0.7070   -3061.9178   -1093.3841   -2815.0334   -9851.5321   -3511.2117   -9063.9853
       0.7080   -3071.7691   -1096.8953   -2824.0972   -9851.1859   -3511.0881   -9063.6670
       0.7090   -3081.6201   -1100.4063   -2833.1608   -9850.8419   -3510.9653   -9063.3507
       0.7100   -3091.4708   -1103.9172   -2842.2239   -9850.5000   -3510.8432   -9063.0364
       0.7110   -3101.3211   -1107.4280   -2851.2868   -9850.1603   -3510.7219   -9062.7241
       0.7120   -3111.1711   -1110.9386   -2860.3494   -9849.8228   -3510.6014   -9062.4137
       0.7130   -3121.0208   -1114.4492   -2869.4117   -9849.4873   -3510.4816   -9062.1052
       0.7140   -3130.8701   -1117.9596   -2878.4736   -9849.1539   -3510.3625   -9061.7987
       0.7150   -3140.7191   -1121.4699   -2887.5353   -9848.8226   -3510.2442   -9061.4940
       0.7160   -3150.5678   -1124.9801   -2896.5966   -9848.4933   -3510.1266   -9061.1913
       0.7170   -3160.4161   -1128.4901   -2905.6576   -9848.1660   -3510.0098   -9060.8904
       0.7180   -3170.2641   -1132.0001   -2914.7184   -9847.8408   -3509.8937   -9060.5913
       0.7190   -3180.1118   -1135.5099   -2923.7788   -9847.5175   -3509.7782   -9060.2941
       0.7200   -3189.9591   -1139.0197   -2932.8390   -9847.1962   -3509.6635   -9059.9987
       0.7210   -3199.8062   -1142.5293   -2941.8988   -9846.8769   -3509.5495   -9059.7050
       0.7220   -3209.6529   -1146.0388   -2950.9584   -9846.5595   -3509.4362   -9059.4132
       0.7230   -3219.4993   -1149.5481   -2960.0176   -9846.2440   -3509.3235   -9059.1231
       0.7240   -3229.3454   -1153.0574   -2969.0766   -9845.9305   -3509.2115   -9058.8348
       0.7250   -3239.1911   -1156.5666   -2978.1353   -9845.6188   -3509.1003   -9058.5482
       0.7260   -3249.0366   -1160.0756   -2987.1937   -9845.3089   -3508.9896   -9058.2633
       0.7270   -3258.8818   -1163.5845   -2996.2518   -9845.0010   -3508.8797   -9057.9801
       0.7280   -3268.7266   -1167.0934   -3005.3097   -9844.6948   -3508.7704   -9057.6986
       0.7290   -3278.5712   -1170.6021   -3014.3672   -9844.3905   -3508.6617   -9057.4187
       0.7300   -3288.4154   -1174.1107   -3023.4245   -9844.0879   -3508.5537   -9057.1406
       0.7310   -3298.2593   -1177.6192   -3032.4815   -9843.7872   -3508.4463   -9056.8640
       0.7320   -3308.1030   -1181.1276   -3041.5382   -9843.4882   -3508.3395   -9056.5891
       0.7330   -3317.9463   -1184.6359   -3050.5947   -9843.1910   -3508.2334   -9056.3158
       0.7340   -3327.7894   -1188.1440   -3059.6509   -9842.8955   -3508.1279   -9056.0441
       0.7350   -3337.6321   -1191.6521   -3068.7068   -9842.6017   -3508.0230   -9055.7740
       0.7360   -3347.4746   -1195.1601   -3077.7624   -9842.3097   -3507.9188   -9055.5054
       0.7370   -3357.3167   -1198.6680   -3086.8178   -9842.0193   -3507.8151   -9055.2384
       0.7380   -3367.1586   -1202.1757   -3095.8729   -9841.7306   -3507.7120   -9054.9730
       0.7390   -3377.0002   -1205.6834   -3104.9277   -9841.4436   -3507.6095   -9054.7090
       0.7400   -3386.8415   -1209.1909   -3113.9823   -9841.1582   -3507.5077   -9054.4466
       0.7410   -3396.6825   -1212.6984   -3123.0366   -9840.8744   -3507.4063   -9054.1857
       0.7420   -3406.5232   -1216.2058   -3132.0907   -9840.5923   -3507.3056   -9053.9263
       0.7430   -3416.3637   -1219.7130   -3141.1445   -9840.3118   -3507.2055   -9053.6683
       0.7440   -3426.2039   -1223.2202   -3150.1980   -9840.0329   -3507.1059   -9053.4119
       0.7450   -3436.0438   -1226.7272   -3159.2513   -9839.7555   -3507.0069   -9053.1568
       0.7460   -3445.8834   -1230.2342   -3168.3044   -9839.4797   -3506.9084   -9052.9032
       0.7470   -3455.7227   -1233.7410   -3177.3571   -9839.2055   -3506.8105   -9052.6511
       0.7480   -3465.5618   -1237.2478   -3186.4097   -9838.9328   -3506.7132   -9052.4003
       0.7490   -3475.4006   -1240.7545   -3195.4619   -9838.6617   -3506.6163   -9052.1510
       0.7500   -3485.2391   -1244.2610   -3204.5140   -9838.3920   -3506.5201   -9051.9030
       0.7510   -3495.0774   -1247.7675   -3213.5657   -9838.1238   -3506.4243   -9051.6564
       0.7520   -3504.9154   -1251.2739   -3222.6173   -9837.8572   -3506.3291   -9051.4112
       0.7530   -3514.7531   -1254.7802   -3231.6686   -9837.5920   -3506.2345   -9051.1674
       0.7540   -3524.5905   -1258.2864   -3240.7196   -9837.3283   -3506.1403   -9050.9249
       0.7550   -3534.4277   -1261.7924   -3249.7704   -9837.0660   -3506.0467   -9050.6837
       0.7560   -3544.2647   -1265.2984   -3258.8210   -9836.8052   -3505.9536   -9050.4439
       0.7570   -3554.1014   -1268.8044   -3267.8713   -9836.5458   -3505.8610   -9050.2053
       0.7580   -3563.9378   -1272.3102   -3276.9214   -9836.2878   -3505.7689   -9049.9681
       0.7590   -3573.7739   -1275.8159   -3285.9712   -9836.0312   -3505.6773   -9049.7322
       0.7600   -3583.6098   -1279.3215   -3295.0208   -9835.7760   -3505.5862   -9049.4975
       0.7610   -3593.4455   -1282.8271   -3304.0702   -9835.5222   -3505.4956   -9049.2641
       0.7620   -3603.2809   -1286.3325   -3313.1194   -9835.2698   -3505.4054   -9049.0320
       0.7630   -3613.1160   -1289.8379   -3322.1683   -9835.0187   -3505.3158   -9048.8011
       0.7640   -3622.9509   -1293.3432   -3331.2170   -9834.7689   -3505.2267   -9048.5714
       0.7650   -3632.7856   -1296.8483   -3340.2654   -9834.5205   -3505.1380   -9048.3430
       0.7660   -3642.6200   -1300.3534   -3349.3137   -9834.2735   -3505.0498   -9048.1158
       0.7670   -3652.4541   -1303.8584   -3358.3617   -9834.0277   -3504.9620   -9047.8898
       0.7680   -3662.2880   -1307.3634   -3367.4094   -9833.7833   -3504.8748   -9047.6651
       0.7690   -3672.1217   -1310.8682   -3376.4570   -9833.5401   -3504.7880   -9047.4415
       0.7700   -3681.9551   -1314.3729   -3385.5043   -9833.2983   -3504.7016   -9047.2191
       0.7710   -3691.7883   -1317.8776   -3394.5514   -9833.0577   -3504.6158   -9046.9978
       0.7720   -3701.6212   -1321.3822   -3403.5983   -9832.8183   -3504.5303   -9046.7777
       0.7730   -3711.4539   -1324.8866   -3412.6450   -9832.5803   -3504.4453   -9046.5588
       0.7740   -3721.2864   -1328.3910   -3421.6914   -9832.3434   -3504.3608   -9046.3410
       0.7750   -3731.1186   -1331.8954   -3430.7377   -9832.1078   -3504.2767   -9046.1244
       0.7760   -3740.9506   -1335.3996   -3439.7837   -9831.8735   -3504.1930   -9045.9089
       0.7770   -3750.7823   -1338.9038   -3448.8295   -9831.6403   -3504.1098   -9045.6945
       0.7780   -3760.6139   -1342.4078   -3457.8751   -9831.4084   -3504.0270   -9045.4812
       0.7790   -3770.4452   -1345.9118   -3466.9205   -9831.1776   -3503.9446   -9045.2690
       0.7800   -3780.2762   -1349.4157   -3475.9656   -9830.9481   -3503.8627   -9045.0579
       0.7810   -3790.1071   -1352.9195   -3485.0106   -9830.7197   -3503.7812   -9044.8479
       0.7820   -3799.9377   -1356.4233   -3494.0553   -9830.4924   -3503.7001   -9044.6389
       0.7830   -3809.7680   -1359.9269   -3503.0999   -9830.2664   -3503.6194   -9044.4310
       0.7840   -3819.5982   -1363.4305   -3512.1442   -9830.0415   -3503.5391   -9044.2242
       0.7850   -3829.4281   -1366.9340   -3521.1883   -9829.8177   -3503.4592   -9044.0184
       0.7860   -3839.2578   -1370.4374   -3530.2322   -9829.5951   -3503.3797   -9043.8137
       0.7870   -3849.0873   -1373.9408   -3539.2759   -9829.3736   -3503.3007   -9043.6100
       0.7880   -3858.9166   -1377.4440   -3548.3194   -9829.1532   -3503.2220   -9043.4074
       0.7890   -3868.7456   -1380.9472   -3557.3627   -9828.9339   -3503.1437   -9043.2057
       0.7900   -3878.5744   -1384.4503   -3566.4059   -9828.7158   -3503.0659   -9043.0051
       0.7910   -3888.4031   -1387.9533   -3575.4488   -9828.4987   -3502.9884   -9042.8055
       0.7920   -3898.2314   -1391.4563   -3584.4915   -9828.2827   -3502.9113   -9042.6068
       0.7930   -3908.0596   -1394.9592   -3593.5340   -9828.0677   -3502.8346   -9042.4092
       0.7940   -3917.8876   -1398.4620   -3602.5763   -9827.8539   -3502.7582   -9042.2125
       0.7950   -3927.7153   -1401.9647   -3611.6184   -9827.6411   -3502.6823   -9042.0168
       0.7960   -3937.5429   -1405.4673   -3620.6603   -9827.4293   -3502.6067   -9041.8221
       0.7970   -3947.3702   -1408.9699   -3629.7020   -9827.2186   -3502.5315   -9041.6283
       0.7980   -3957.1973   -1412.4724   -3638.7436   -9827.0090   -3502.4566   -9041.4355
       0.7990   -3967.0242   -1415.9748   -3647.7849   -9826.8003   -3502.3822   -9041.2437
       0.8000   -3976.8509   -1419.4772   -3656.8261   -9826.5927   -3502.3081   -9041.0527
       0.8010   -3986.6774   -1422.9794   -3665.8670   -9826.3861   -3502.2343   -9040.8627
       0.8020   -3996.5037   -1426.4816   -3674.9078   -9826.1805   -3502.1609   -9040.6737
       0.8030   -4006.3298   -1429.9838   -3683.9484   -9825.9759   -3502.0879   -9040.4855
       0.8040   -4016.1556   -1433.4858   -3692.9888   -9825.7723   -3502.0152   -9040.2983
       0.8050   -4025.9813   -1436.9878   -3702.0290   -9825.5696   -3501.9429   -9040.1119
       0.8060   -4035.8068   -1440.4897   -3711.0690   -9825.3680   -3501.8709   -9039.9265
       0.8070   -4045.6320   -1443.9915   -3720.1088   -9825.1673   -3501.7993   -9039.7419
       0.8080   -4055.4571   -1447.4933   -3729.1485   -9824.9676   -3501.7280   -9039.5583
       0.8090   -4065.2820   -1450.9950   -3738.1879   -9824.7688   -3501.6571   -9039.3755
       0.8100   -4075.1066   -1454.4966   -3747.2272   -9824.5710   -3501.5865   -9039.1936
       0.8110   -4084.9311   -1457.9982   -3756.2663   -9824.3742   -3501.5162   -9039.0125
       0.8120   -4094.7554   -1461.4996   -3765.3052   -9824.1782   -3501.4463   -9038.8323
       0.8130   -4104.5795   -1465.0010   -3774.3440   -9823.9832   -3501.3767   -9038.6530
       0.8140   -4114.4034   -1468.5024   -3783.3826   -9823.7891   -3501.3074   -9038.4745
       0.8150   -4124.2271   -1472.0037   -3792.4209   -9823.5960   -3501.2384   -9038.2969
       0.8160   -4134.0506   -1475.5049   -3801.4591   -9823.4037   -3501.1698   -9038.1201
       0.8170   -4143.8739   -1479.0060   -3810.4972   -9823.2123   -3501.1015   -9037.9441
       0.8180   -4153.6970   -1482.5071   -3819.5350   -9823.0219   -3501.0335   -9037.7690
       0.8190   -4163.5199   -1486.0081   -3828.5727   -9822.8323   -3500.9659   -9037.5946
       0.8200   -4173.3426   -1489.5090   -3837.6102   -9822.6436   -3500.8985   -9037.4211
       0.8210   -4183.1652   -1493.0099   -3846.6476   -9822.4558   -3500.8315   -9037.2484
       0.8220   -4192.9876   -1496.5107   -3855.6847   -9822.2689   -3500.7648   -9037.0765
       0.8230   -4202.8097   -1500.0114   -3864.7217   -9822.0828   -3500.6984   -9036.9054
       0.8240   -4212.6317   -1503.5121   -3873.7585   -9821.8976   -3500.6323   -9036.7350
       0.8250   -4222.4535   -1507.0127   -3882.7952   -9821.7132   -3500.5665   -9036.5655
       0.8260   -4232.2751   -1510.5132   -3891.8317   -9821.5297   -3500.5010   -9036.3967
       0.8270   -4242.0966   -1514.0137   -3900.8680   -9821.3471   -3500.4358   -9036.2287
       0.8280   -4251.9178   -1517.5141   -3909.9041   -9821.1652   -3500.3709   -9036.0615
       0.8290   -4261.7389   -1521.0144   -3918.9401   -9820.9842   -3500.3063   -9035.8951
       0.8300   -4271.5598   -1524.5147   -3927.9759   -9820.8040   -3500.2420   -9035.7294
       0.8310   -4281.3805   -1528.0149   -3937.0116   -9820.6247   -3500.1780   -9035.5644
       0.8320   -4291.2011   -1531.5150   -3946.0470   -9820.4461   -3500.1142   -9035.4002
       0.8330   -4301.0214   -1535.0151   -3955.0824   -9820.2684   -3500.0508   -9035.2368
       0.8340   -4310.8416   -1538.5151   -3964.1175   -9820.0915   -3499.9877   -9035.0740
       0.8350   -4320.6616   -1542.0151   -3973.1525   -9819.9153   -3499.9248   -9034.9121
       0.8360   -4330.4814   -1545.5150   -3982.1873   -9819.7400   -3499.8622   -9034.7508
       0.8370   -4340.3011   -1549.0148   -3991.2220   -9819.5654   -3499.7999   -9034.5903
       0.8380   -4350.1206   -1552.5146   -4000.2565   -9819.3916   -3499.7379   -9034.4305
       0.8390   -4359.9399   -1556.0143   -4009.2909   -9819.2186   -3499.6762   -9034.2713
       0.8400   -4369.7590   -1559.5139   -4018.3251   -9819.0464   -3499.6147   -9034.1130
       0.8410   -4379.5780   -1563.0135   -4027.3591   -9818.8749   -3499.5535   -9033.9553
       0.8420   -4389.3967   -1566.5130   -4036.3930   -9818.7042   -3499.4926   -9033.7983
       0.8430   -4399.2154   -1570.0125   -4045.4267   -9818.5342   -3499.4319   -9033.6420
