#         t          x          y          z         vx         vy         vz
       0.0820      54.9236      39.7802      35.3209   -3694.0050   -3048.1456   -3091.3271
       0.0830      51.0222      36.5825      32.0945   -4108.8116   -3347.1265   -3361.4198
       0.0840      46.6803      33.0693      28.5844   -4574.8884   -3679.3911   -3658.8324
       0.0850      41.8378      29.2016      24.7588   -5110.1565   -4055.9424   -3992.2726
       0.0860      36.4110      24.9266      20.5751   -5743.5247   -4494.0718   -4375.2635
       0.0870      30.2759      20.1677      15.9719   -6526.6829   -5023.6517   -4830.9622
       0.0880      23.2282      14.8036      10.8535   -7568.5767   -5704.6539   -5405.9492
       0.0890      14.8535       8.6034       5.0366   -9180.9176   -6695.6826   -6227.8859
       0.0900       3.6340       0.8638      -2.0517  -13258.0940   -8783.5575   -7948.5974
       0.0910      -8.5807      -6.6907      -7.1370  -11171.3089   -6325.4707   -2222.1126
       0.0920     -18.8181     -12.3666      -8.6859   -9303.5302   -5026.3335    -875.7207
       0.0930     -27.4592     -16.9729      -9.2599   -7978.5016   -4186.2731    -272.2587
       0.0940     -34.9185     -20.8444      -9.3553   -6940.0933   -3556.7229      81.4997
       0.0950     -41.4258     -24.1461      -9.1557   -6074.4976   -3046.6175     317.6790
       0.0960     -47.1248     -26.9759      -8.7532   -5323.5147   -2613.0597     487.4241
       0.0970     -52.1132     -29.3986      -8.2019   -4653.3244   -2232.3416     615.1283
       0.0980     -56.4610     -31.4597      -7.5373   -4042.3778   -1889.8918     714.0622
       0.0990     -60.2202     -33.1927      -6.7842   -3475.9665   -1576.0462     792.1168
       0.1000     -63.4299     -34.6227      -5.9610   -2943.4871   -1284.0099     854.2859
       0.1010     -66.1201     -35.7691      -5.0819   -2436.9326   -1008.7702     903.8691
       0.1020     -68.3136     -36.6468      -4.1585   -1949.9985    -746.4717     943.1048
       0.1030     -70.0274     -37.2670      -3.2001   -1477.5190    -494.0321     973.5189
       0.1040     -71.2737     -37.6385      -2.2153   -1015.0906    -248.8929     996.1078
       0.1050     -72.0606     -37.7673      -1.2116    -558.8065      -8.8493    1011.3469
       0.1060     -72.3925     -37.6577      -0.1966    -105.0645     228.0684    1018.6140
       0.1070     -72.2703     -37.3119       0.8203     349.5496     463.6661    1015.1811
       0.1080     -71.6913     -36.7302       1.8292     808.4487     699.6862    1002.7234
       0.1090     -70.6494     -35.9114       2.8219    1275.3129     937.9436     982.6854
       0.1100     -69.1347     -34.8522       3.7907    1754.2165    1180.3813     954.7659
       0.1110     -67.1326     -33.5474       4.7270    2249.8284    1429.1547     918.0081
       0.1120     -64.6239     -31.9895       5.6215    2767.7073    1686.7525     870.8937
       0.1130     -61.5827     -30.1680       6.4625    3314.7325    1956.1659     811.1753
       0.1140     -57.9754     -28.0694       7.2359    3899.7609    2241.1366     735.5232
       0.1150     -53.7582     -25.6755       7.9231    4534.6860    2546.5415     638.8754
       0.1160     -48.8727     -22.9628       8.4991    5236.2593    2879.0275     513.1944
       0.1170     -43.2398     -19.8992       8.9282    6029.4705    3248.1255     344.8817
       0.1180     -36.7479     -16.4409       9.1550    6954.4598    3668.3676     108.7432
       0.1190     -29.2293     -12.5249       9.0850    8082.6155    4163.6595    -248.6447
       0.1200     -20.4074      -8.0547       8.5268    9561.2982    4776.7289    -867.7726
       0.1210      -9.7444      -2.8785       6.9479   11764.6627    5575.6834   -2290.1026
       0.1220       3.5720       2.7336       1.4638   14868.2288    5648.5493   -8678.0583
       0.1230      16.6363       7.4712      -6.3435   11260.3167    3826.6302   -6936.5570
       0.1240      27.1081      10.9655     -12.8738    9683.2564    3161.9569   -6124.0022
       0.1250      36.2690      13.9223     -18.7166    8638.5278    2751.6984   -5561.5182
       0.1260      44.5123      16.5251     -24.0585    7848.1043    2453.7791   -5122.3583
       0.1270      52.0410      18.8618     -28.9992    7209.3633    2219.6803   -4759.1486
       0.1280      58.9817      20.9850     -33.6029    6672.0144    2026.8222   -4448.0736
       0.1290      65.4214      22.9298     -37.9145    6207.3358    1862.7886   -4175.1724
       0.1300      71.4237      24.7212     -41.9678    5797.2722    1719.9997   -3931.4606
       0.1310      77.0372      26.3780     -45.7889    5429.6964    1593.4827   -3710.7798
       0.1320      82.3001      27.9146     -49.3987    5096.0572    1479.7984   -3508.7104
       0.1330      87.2431      29.3427     -52.8140    4790.0935    1376.4698   -3321.9673
       0.1340      91.8917      30.6718     -56.0490    4507.0819    1281.6540   -3148.0386
       0.1350      96.2670      31.9096     -59.1155    4243.3704    1193.9438   -2984.9592
       0.1360     100.3867      33.0627     -62.0236    3996.0759    1112.2403   -2831.1616
       0.1370     104.2662      34.1367     -64.7818    3762.8826    1035.6694   -2685.3743
       0.1380     107.9186      35.1363     -67.3978    3541.9009     963.5245   -2546.5511
       0.1390     111.3553      36.0656     -69.8780    3331.5689     895.2262   -2413.8198
       0.1400     114.5864      36.9284     -72.2281    3130.5791     830.2933   -2286.4452
       0.1410     117.6206      37.7277     -74.4532    2937.8260     768.3219   -2163.8008
       0.1420     120.4657      38.4663     -76.5578    2752.3647     708.9693   -2045.3476
       0.1430     123.1285      39.1468     -78.5458    2573.3811     651.9421   -1930.6181
       0.1440     125.6153      39.7713     -80.4207    2400.1671     596.9871   -1819.2030
       0.1450     127.9314      40.3417     -82.1857    2232.1025     543.8839   -1710.7414
       0.1460     130.0818      40.8599     -83.8435    2068.6395     492.4391   -1604.9125
       0.1470     132.0708      41.3273     -85.3967    1909.2910     442.4819   -1501.4292
       0.1480     133.9022      41.7455     -86.8474    1753.6209     393.8606   -1400.0327
       0.1490     135.5797      42.1156     -88.1977    1601.2359     346.4393   -1300.4878
       0.1500     137.1062      42.4389     -89.4492    1451.7788     300.0956   -1202.5798
       0.1510     138.4845      42.7163     -90.6035    1304.9235     254.7185   -1106.1106
       0.1520     139.7172      42.9488     -91.6620    1160.3695     210.2068   -1010.8969
       0.1530     140.8063      43.1371     -92.6259    1017.8389     166.4676    -916.7674
       0.1540     141.7537      43.2821     -93.4960     877.0723     123.4151    -823.5607
       0.1550     142.5612      43.3842     -94.2734     737.8260      80.9693    -731.1244
       0.1560     143.2300      43.4443     -94.9586     599.8696      39.0557    -639.3126
       0.1570     143.7615      43.4626     -95.5523     462.9836      -2.3962    -547.9850
       0.1580     144.1564      43.4397     -96.0547     326.9572     -43.4530    -457.0059
       0.1590     144.4157      43.3758     -96.4664     191.5866     -84.1786    -366.2424
       0.1600     144.5398      43.2714     -96.7873      56.6732    -124.6343    -275.5639
       0.1610     144.5292      43.1267     -97.0175     -77.9781    -164.8794    -184.8405
       0.1620     144.3839      42.9418     -97.1569    -212.5605    -204.9721     -93.9424
       0.1630     144.1040      42.7168     -97.2052    -347.2666    -244.9693      -2.7390
       0.1640     143.6892      42.4518     -97.1621    -482.2903    -284.9278      88.9030
       0.1650     143.1392      42.1469     -97.0271    -617.8280    -324.9041     181.1196
       0.1660     142.4532      41.8020     -96.7995    -754.0806    -364.9551     274.0514
       0.1670     141.6305      41.4169     -96.4786    -891.2546    -405.1386     367.8447
       0.1680     140.6701      40.9916     -96.0633   -1029.5646    -445.5137     462.6524
       0.1690     139.5707      40.5258     -95.5527   -1169.2349    -486.1415     558.6361
       0.1700     138.3309      40.0192     -94.9454   -1310.5016    -527.0852     655.9674
       0.1710     136.9488      39.4714     -94.2400   -1453.6153    -568.4112     754.8298
       0.1720     135.4226      38.8821     -93.4349   -1598.8438    -610.1893     855.4211
       0.1730     133.7499      38.2508     -92.5282   -1746.4751    -652.4939     957.9557
       0.1740     131.9283      37.5768     -91.5179   -1896.8215    -695.4045    1062.6674
       0.1750     129.9547      36.8596     -90.4016   -2050.2233    -739.0068    1169.8133
       0.1760     127.8261      36.0984     -89.1769   -2207.0548    -783.3938    1279.6775
       0.1770     125.5387      35.2924     -87.8408   -2367.7293    -828.6672    1392.5764
       0.1780     123.0885      34.4406     -86.3900   -2532.7077    -874.9390    1508.8645
       0.1790     120.4709      33.5420     -84.8211   -2702.5063    -922.3334    1628.9418
       0.1800     117.6808      32.5953     -83.1300   -2877.7086    -970.9890    1753.2630
       0.1810     114.7124      31.5993     -81.3122   -3058.9787   -1021.0617    1882.3490
       0.1820     111.5594      30.5524     -79.3626   -3247.0783   -1072.7283    2016.8009
       0.1830     108.2144      29.4529     -77.2756   -3442.8884   -1126.1908    2157.3189
       0.1840     104.6693      28.2990     -75.0446   -3647.4374   -1181.6816    2304.7255
       0.1850     100.9146      27.0884     -72.6622   -3861.9370   -1239.4711    2459.9975
       0.1860      96.9397      25.8187     -70.1201   -4087.8307   -1299.8761    2624.3072
       0.1870      92.7323      24.4872     -67.4084   -4326.8574   -1363.2722    2799.0793
       0.1880      88.2783      23.0905     -64.5158   -4581.1405   -1430.1090    2986.0694
       0.1890      83.5611      21.6250     -61.4290   -4853.3107   -1500.9321    3187.4760
       0.1900      78.5611      20.0863     -58.1322   -5146.6831   -1576.4118    3406.1030
       0.1910      73.2550      18.4694     -54.6064   -5465.5194   -1657.3844    3645.6044
       0.1920      67.6145      16.7682     -50.8281   -5815.4268   -1744.9115    3910.8677
       0.1930      61.6048      14.9756     -46.7684   -6203.9962   -1840.3668    4208.6406
       0.1940      55.1819      13.0826     -42.3897   -6641.8709   -1945.5670    4548.6175
       0.1950      48.2886      11.0784     -37.6427   -7144.6634   -2062.9721    4945.4698
       0.1960      40.8479       8.9489     -32.4585   -7736.7030   -2195.9917    5423.0310
       0.1970      32.7499       6.6762     -26.7348   -8459.2994   -2349.4012    6024.2120
       0.1980      23.8240       4.2368     -20.3027   -9392.5388   -2529.4203    6839.9846
       0.1990      13.7617       1.6033     -12.8177  -10732.0367   -2737.5507    8130.0668
       0.2000       1.7773      -1.1692      -3.0645  -13236.8156   -2807.5142   11376.4106
       0.2010      -8.5327      -2.4212       5.2735   -7383.1822     303.6462    5299.4301
       0.2020     -14.5968      -1.8727       9.4875   -4745.0355     793.4012    3128.6856
       0.2030     -18.3743      -0.9951      11.8816   -2809.8798     961.7172    1659.5180
       0.2040     -20.3432      -0.0115      12.9290   -1127.9642    1005.4454     435.3436
       0.2050     -20.6648       0.9750      12.7941     484.7612     967.5551    -705.2040
       0.2060     -19.3406       1.8826      11.5086    2163.6395     847.6338   -1865.8667
       0.2070     -16.2156       2.6088       8.9904    4086.2660     604.7731   -3170.4711
       0.2080     -10.8401       2.9487       4.9544    6664.7661      75.1242   -4901.4911
       0.2090      -1.5204       1.9678      -1.7345   11974.6492   -2036.9479   -8476.3309
       0.2100       8.8687      -0.4061      -7.3132    8803.6182   -2710.8786   -2681.0617
       0.2110      16.4472      -2.9543      -9.0048    6353.3349   -2385.6274    -702.1967
       0.2120      21.8368      -5.1363      -9.1585    4425.9141   -1978.3007     394.8966
       0.2130      25.4263      -6.9016      -8.3940    2753.0972   -1552.2356    1134.0415
       0.2140      27.4024      -8.2312      -6.9868    1198.9713   -1107.0555    1680.2581
       0.2150      27.8393      -9.0992      -5.0964    -325.2177    -628.8863    2100.7060
       0.2160      26.7274      -9.4605      -2.8351   -1898.5356     -93.7546    2421.8201
       0.2170      23.9687      -9.2370      -0.3085   -3618.7957     540.7060    2631.2876
       0.2180      19.3498      -8.2916       2.2141   -5619.0667    1350.1088    2414.0729
       0.2190      12.4880      -6.3693       4.2122   -8104.4947    2494.6181    1582.0586
       0.2200       2.7343      -2.8733       4.3463  -11402.9698    4497.3645   -1313.9005
       0.2210      -6.2842       2.1260      -1.5368   -6633.8651    5501.2578  -10452.2537
       0.2220     -11.5297       6.9221     -10.6853   -3857.1922    4090.9080   -7844.7625
       0.2230     -14.7355      10.5790     -17.7413   -2554.4158    3222.8374   -6267.2292
       0.2240     -16.8530      13.4692     -23.4008   -1680.6386    2557.6340   -5051.7220
       0.2250     -18.1975      15.7467     -27.9364   -1008.3519    1997.2585   -4019.6191
       0.2260     -18.9274      17.4946     -31.4933    -451.4451    1498.6098   -3094.0355
       0.2270     -19.1370      18.7628     -34.1565      32.3412    1037.7894   -2232.3733
       0.2280     -18.8872      19.5813     -35.9759     467.2450     599.2258   -1406.5673
       0.2290     -18.2192      19.9666     -36.9768     868.7837     171.2664    -595.1786
       0.2300     -17.1609      19.9241     -37.1641    1247.8069    -256.0796     220.7012
       0.2310     -15.7307      19.4498     -36.5235    1612.5073    -692.6564    1060.3261
       0.2320     -13.9397      18.5287     -35.0203    1969.4937   -1149.6029    1946.2311
       0.2330     -11.7928      17.1332     -32.5929    2324.2981   -1641.3148    2908.5046
       0.2340      -9.2901      15.2180     -29.1422    2681.2053   -2188.9822    3992.8936
       0.2350      -6.4289      12.7093     -24.5058    3041.1866   -2828.5504    5279.8883
       0.2360      -3.2128       9.4783     -18.3947    3390.9713   -3633.4829    6942.3790
       0.2370       0.2945       5.2575     -10.1715    3623.5924   -4808.0973    9503.9586
       0.2380       2.9534      -0.8575       2.7869    1694.1544   -7421.9207   16412.7612
       0.2390       4.1344      -7.6626      17.4468     667.9127   -6188.2837   12907.0587
       0.2400       4.6606     -13.5097      29.5511     384.3916   -5505.7585   11301.5941
       0.2410       4.9734     -18.7756      40.3173     241.2570   -5026.0869   10230.8573
       0.2420       5.1702     -23.6160      50.1438     152.4012   -4654.7457    9422.1367
       0.2430       5.2920     -28.1192      59.2407      91.1042   -4351.6340    8771.6114
       0.2440       5.3605     -32.3428      67.7403      45.9971   -4095.6126    8227.5645
       0.2450       5.3892     -36.3277      75.7341      11.3157   -3874.0632    7760.1773
       0.2460       5.3867     -40.1041      83.2895     -16.2113   -3678.8193    7350.5966
       0.2470       5.3593     -43.6956      90.4579     -38.5929   -3504.2833    6986.1153
       0.2480       5.3115     -47.1210      97.2798     -57.1380   -3346.4500    6657.7550
       0.2490       5.2465     -50.3954     103.7882     -72.7391   -3202.3545    6358.9361
       0.2500       5.1671     -53.5315     110.0100     -86.0271   -3069.7419    6084.6943
       0.2510       5.0754     -56.5398     115.9679     -97.4619   -2946.8580    5831.1930
       0.2520       4.9730     -59.4293     121.6812    -107.3870   -2832.3118    5595.4072
       0.2530       4.8612     -62.2080     127.1664    -116.0644   -2724.9826    5374.9108
       0.2540       4.7414     -64.8825     132.4377    -123.6978   -2623.9541    5167.7292
       0.2550       4.6143     -67.4587     137.5077    -130.4481   -2528.4681    4972.2342
       0.2560       4.4808     -69.9419     142.3873    -136.4438   -2437.8905    4787.0682
       0.2570       4.3417     -72.3366     147.0864    -141.7893   -2351.6855    4611.0877
       0.2580       4.1976     -74.6472     151.6136    -146.5700   -2269.3964    4443.3207
       0.2590       4.0488     -76.8772     155.9768    -150.8567   -2190.6311    4282.9343
       0.2600       3.8961     -79.0300     160.1828    -154.7082   -2115.0500    4129.2092
       0.2610       3.7396     -81.1087     164.2382    -158.1743   -2042.3577    3981.5206
       0.2620       3.5799     -83.1161     168.1486    -161.2970   -1972.2951    3839.3218
       0.2630       3.4172     -85.0545     171.9193    -164.1121   -1904.6341    3702.1321
       0.2640       3.2518     -86.9264     175.5552    -166.6506   -1839.1724    3569.5262
       0.2650       3.0840     -88.7339     179.0605    -168.9388   -1775.7303    3441.1265
       0.2660       2.9140     -90.4788     182.4394    -170.9999   -1714.1469    3316.5957
       0.2670       2.7421     -92.1630     185.6955    -172.8540   -1654.2777    3195.6314
       0.2680       2.5684     -93.7882     188.8323    -174.5185   -1595.9926    3077.9613
       0.2690       2.3932     -95.3558     191.8529    -176.0090   -1539.1738    2963.3397
       0.2700       2.2165     -96.8672     194.7604    -177.3389   -1483.7143    2851.5432
       0.2710       2.0385     -98.3238     197.5573    -178.5204   -1429.5166    2742.3690
       0.2720       1.8595     -99.7268     200.2463    -179.5641   -1376.4916    2635.6315
       0.2730       1.6795    -101.0773     202.8297    -180.4793   -1324.5575    2531.1610
       0.2740       1.4986    -102.3764     205.3097    -181.2747   -1273.6392    2428.8014
       0.2750       1.3170    -103.6251     207.6883    -181.9577   -1223.6672    2328.4088
       0.2760       1.1347    -104.8242     209.9674    -182.5351   -1174.5773    2229.8504
       0.2770       0.9520    -105.9747     212.1488    -183.0129   -1126.3101    2133.0029
       0.2780       0.7688    -107.0772     214.2342    -183.3966   -1078.8100    2037.7519
       0.2790       0.5852    -108.1326     216.2251    -183.6909   -1032.0253    1943.9907
       0.2800       0.4014    -109.1416     218.1229    -183.9003    -985.9077    1851.6196
       0.2810       0.2175    -110.1048     219.9290    -184.0288    -940.4118    1760.5453
       0.2820       0.0334    -111.0227     221.6446    -184.0797    -895.4949    1670.6801
       0.2830      -0.1507    -111.8960     223.2709    -184.0564    -851.1168    1581.9415
       0.2840      -0.3347    -112.7252     224.8090    -183.9616    -807.2396    1494.2515
       0.2850      -0.5186    -113.5107     226.2599    -183.7978    -763.8271    1407.5365
       0.2860      -0.7022    -114.2531     227.6245    -183.5675    -720.8453    1321.7264
       0.2870      -0.8857    -114.9526     228.9038    -183.2725    -678.2614    1236.7549
       0.2880      -1.0687    -115.6098     230.0984    -182.9146    -636.0444    1152.5583
       0.2890      -1.2515    -116.2249     231.2092    -182.4955    -594.1645    1069.0761
       0.2900      -1.4337    -116.7983     232.2369    -182.0164    -552.5930     986.2502
       0.2910      -1.6155    -117.3302     233.1820    -181.4787    -511.3025     904.0245
       0.2920      -1.7966    -117.8210     234.0452    -180.8832    -470.2663     822.3454
       0.2930      -1.9772    -118.2709     234.8270    -180.2309    -429.4587     741.1608
       0.2940      -2.1571    -118.6800     235.5278    -179.5225    -388.8547     660.4201
       0.2950      -2.3362    -119.0487     236.1480    -178.7584    -348.4301     580.0745
       0.2960      -2.5146    -119.3769     236.6881    -177.9392    -308.1610     500.0762
       0.2970      -2.6921    -119.6650     237.1483    -177.0649    -268.0242     420.3785
       0.2980      -2.8687    -119.9131     237.5290    -176.1359    -227.9969     340.9358
       0.2990      -3.0443    -120.1211     237.8303    -175.1520    -188.0567     261.7029
       0.3000      -3.2189    -120.2892     238.0525    -174.1132    -148.1814     182.6358
       0.3010      -3.3925    -120.4175     238.1956    -173.0191    -108.3489     103.6904
       0.3020      -3.5649    -120.5059     238.2599    -171.8694     -68.5375      24.8235
       0.3030      -3.7362    -120.5545     238.2453    -170.6636     -28.7253     -54.0082
       0.3040      -3.9062    -120.5633     238.1519    -169.4010      11.1094    -132.8479
       0.3050      -4.0750    -120.5323     237.9796    -168.0808      50.9884    -211.7386
       0.3060      -4.2424    -120.4613     237.7283    -166.7022      90.9337    -290.7238
       0.3070      -4.4084    -120.3504     237.3981    -165.2641     130.9673    -369.8469
       0.3080      -4.5729    -120.1993     236.9886    -163.7652     171.1118    -449.1519
       0.3090      -4.7359    -120.0081     236.4996    -162.2043     211.3898    -528.6836
       0.3100      -4.8973    -119.7765     235.9311    -160.5799     251.8244    -608.4871
       0.3110      -5.0570    -119.5044     235.2825    -158.8903     292.4393    -688.6086
       0.3120      -5.2150    -119.1915     234.5537    -157.1337     333.2585    -769.0952
       0.3130      -5.3712    -118.8377     233.7441    -155.3081     374.3070    -849.9952
       0.3140      -5.5256    -118.4428     232.8534    -153.4113     415.6102    -931.3584
       0.3150      -5.6780    -118.0064     231.8811    -151.4409     457.1944   -1013.2357
       0.3160      -5.8284    -117.5282     230.8267    -149.3944     499.0870   -1095.6801
       0.3170      -5.9768    -117.0080     229.6895    -147.2688     541.3162   -1178.7464
       0.3180      -6.1229    -116.4454     228.4688    -145.0611     583.9115   -1262.4914
       0.3190      -6.2668    -115.8400     227.1641    -142.7680     626.9036   -1346.9745
       0.3200      -6.4084    -115.1914     225.7745    -140.3857     670.3247   -1432.2576
       0.3210      -6.5476    -114.4991     224.2992    -137.9104     714.2084   -1518.4054
       0.3220      -6.6842    -113.7627     222.7372    -135.3377     758.5903   -1605.4862
       0.3230      -6.8182    -112.9817     221.0877    -132.6629     803.5076   -1693.5717
       0.3240      -6.9495    -112.1554     219.3495    -129.8810     848.9999   -1782.7374
       0.3250      -7.0779    -111.2834     217.5216    -126.9863     895.1090   -1873.0636
       0.3260      -7.2034    -110.3649     215.6028    -123.9728     941.8793   -1964.6350
       0.3270      -7.3258    -109.3992     213.5917    -120.8338     989.3581   -2057.5422
       0.3280      -7.4450    -108.3858     211.4870    -117.5622    1037.5960   -2151.8813
       0.3290      -7.5608    -107.3237     209.2872    -114.1500    1086.6469   -2247.7555
       0.3300      -7.6732    -106.2120     206.9907    -110.5885    1136.5690   -2345.2751
       0.3310      -7.7819    -105.0500     204.5957    -106.8681    1187.4246   -2444.5587
       0.3320      -7.8868    -103.8367     202.1006    -102.9783    1239.2809   -2545.7344
       0.3330      -7.9878    -102.5709     199.5033     -98.9075    1292.2110   -2648.9402
       0.3340      -8.0846    -101.2517     196.8016     -94.6428    1346.2937   -2754.3260
       0.3350      -8.1770     -99.8777     193.9934     -90.1700    1401.6151   -2862.0545
       0.3360      -8.2648     -98.4478     191.0763     -85.4732    1458.2690   -2972.3033
       0.3370      -8.3478     -96.9605     188.0475     -80.5348    1516.3581   -3085.2665
       0.3380      -8.4257     -95.4143     184.9043     -75.3349    1575.9953   -3201.1570
       0.3390      -8.4983     -93.8077     181.6436     -69.8514    1637.3049   -3320.2095
       0.3400      -8.5653     -92.1388     178.2621     -64.0591    1700.4245   -3442.6831
       0.3410      -8.6263     -90.4058     174.7564     -57.9298    1765.5069   -3568.8652
