#         t          x          y          z         vx         vy         vz
       4.1000     375.6915     -13.7486     193.9423      57.6170     -56.5866      -4.3689
       4.2000     381.2764     -19.3995     193.4148      54.0810     -56.4317      -6.1818
       4.3000     386.5106     -25.0326     192.7090      50.6038     -56.2305      -7.9338
       4.4000     391.3998     -30.6434     191.8309      47.1806     -55.9855      -9.6292
       4.5000     395.9492     -36.2276     190.7858      43.8069     -55.6990     -11.2718
       4.6000     400.1635     -41.7812     189.5790      40.4783     -55.3728     -12.8652
       4.7000     404.0469     -47.3003     188.2151      37.1907     -55.0087     -14.4126
       4.8000     407.6035     -52.7811     186.6986      33.9404     -54.6079     -15.9169
       4.9000     410.8367     -58.2201     185.0337      30.7237     -54.1716     -17.3808
       5.0000     413.7497     -63.6137     183.2243      27.5371     -53.7008     -18.8067
       5.1000     416.3454     -68.9585     181.2741      24.3774     -53.1962     -20.1969
       5.2000     418.6264     -74.2513     179.1866      21.2413     -52.6583     -21.5535
       5.3000     420.5947     -79.4885     176.9650      18.1259     -52.0875     -22.8783
       5.4000     422.2524     -84.6671     174.6125      15.0281     -51.4842     -24.1732
       5.5000     423.6011     -89.7838     172.1318      11.9451     -50.8484     -25.4397
       5.6000     424.6421     -94.8352     169.5259       8.8741     -50.1800     -26.6792
       5.7000     425.3764     -99.8181     166.7972       5.8123     -49.4788     -27.8933
       5.8000     425.8048    -104.7293     163.9484       2.7570     -48.7446     -29.0831
       5.9000     425.9280    -109.5654     160.9818      -0.2944     -47.9769     -30.2498
       6.0000     425.7460    -114.3230     157.8996      -3.3447     -47.1750     -31.3945
       6.1000     425.2590    -118.9986     154.7039      -6.3964     -46.3383     -32.5181
       6.2000     424.4665    -123.5888     151.3969      -9.4523     -45.4659     -33.6215
       6.3000     423.3682    -128.0900     147.9806     -12.5150     -44.5567     -34.7056
       6.4000     421.9630    -132.4983     144.4567     -15.5873     -43.6096     -35.7711
       6.5000     420.2501    -136.8099     140.8273     -18.6718     -42.6233     -36.8186
       6.6000     418.2279    -141.0209     137.0939     -21.7714     -41.5963     -37.8487
       6.7000     415.8949    -145.1271     133.2584     -24.8891     -40.5267     -38.8619
       6.8000     413.2491    -149.1240     129.3223     -28.0277     -39.4129     -39.8586
       6.9000     410.2882    -153.0073     125.2874     -31.1904     -38.2526     -40.8392
       7.0000     407.0096    -156.7721     121.1553     -34.3803     -37.0435     -41.8040
       7.1000     403.4106    -160.4134     116.9274     -37.6008     -35.7831     -42.7530
       7.2000     399.4878    -163.9260     112.6055     -40.8554     -34.4684     -43.6864
       7.3000     395.2376    -167.3042     108.1909     -44.1477     -33.0962     -44.6041
       7.4000     390.6561    -170.5422     103.6854     -47.4815     -31.6630     -45.5060
       7.5000     385.7390    -173.6336      99.0905     -50.8611     -30.1648     -46.3919
       7.6000     380.4814    -176.5717      94.4079     -54.2907     -28.5973     -47.2613
       7.7000     374.8781    -179.3493      89.6391     -57.7749     -26.9556     -48.1137
       7.8000     368.9235    -181.9588      84.7860     -61.3188     -25.2341     -48.9483
       7.9000     362.6111    -184.3919      79.8504     -64.9276     -23.4268     -49.7642
       8.0000     355.9344    -186.6396      74.8342     -68.6071     -21.5269     -50.5601
       8.1000     348.8859    -188.6922      69.7395     -72.3634     -19.5265     -51.3346
       8.2000     341.4575    -190.5394      64.5684     -76.2033     -17.4171     -52.0859
       8.3000     333.6407    -192.1697      59.3236     -80.1341     -15.1888     -52.8117
       8.4000     325.4258    -193.5707      54.0075     -84.1637     -12.8303     -53.5093
       8.5000     316.8026    -194.7286      48.6233     -88.3008     -10.3290     -54.1753
       8.6000     307.7598    -195.6286      43.1742     -92.5549      -7.6701     -54.8058
       8.7000     298.2852    -196.2539      37.6641     -96.9365      -4.8369     -55.3959
       8.8000     288.3655    -196.5863      32.0974    -101.4570      -1.8098     -55.9394
       8.9000     277.9862    -196.6051      26.4789    -106.1291       1.4338     -56.4292
       9.0000     267.1314    -196.2874      20.8147    -110.9667       4.9205     -56.8559
       9.1000     255.7838    -195.6072      15.1115    -115.9853       8.6816     -57.2083
       9.2000     243.9245    -194.5355       9.3774    -121.2016      12.7542     -57.4724
       9.3000     231.5327    -193.0386       3.6223    -126.6343      17.1828     -57.6301
       9.4000     218.5858    -191.0784      -2.1419    -132.3035      22.0207     -57.6550
       9.5000     205.0591    -188.6108      -7.8998    -138.2300      27.3322     -57.5030
       9.6000     190.9258    -185.5843     -13.6326    -144.4359      33.1966     -57.1524
       9.7000     176.1568    -181.9389     -19.3179    -150.9436      39.7121     -56.5530
       9.8000     160.7210    -177.6032     -24.9274    -157.7736      47.0016     -55.6383
       9.9000     144.5853    -172.4921     -30.4253    -164.9408      55.2203     -54.3180
      10.0000     127.7158    -166.5028     -35.7646    -172.4480      64.5662     -52.4682
      10.1000     110.0798    -159.5098     -40.8838    -180.2727      75.2937     -49.9154
