#         t          x          y          z         vx         vy         vz
       2.0200   -2609.5351    -828.5456    1115.3426   -2271.5931    -713.4036     963.1302
       2.0300   -2632.2466    -835.6783    1124.9720   -2270.7005    -713.1202     962.7485
       2.0400   -2654.9492    -842.8081    1134.5976   -2269.8227    -712.8415     962.3733
       2.0500   -2677.6431    -849.9351    1144.2195   -2268.9596    -712.5675     962.0044
       2.0600   -2700.3284    -857.0594    1153.8377   -2268.1106    -712.2980     961.6415
       2.0700   -2723.0054    -864.1811    1163.4524   -2267.2755    -712.0330     961.2846
       2.0800   -2745.6740    -871.3001    1173.0634   -2266.4538    -711.7722     960.9334
       2.0900   -2768.3345    -878.4166    1182.6710   -2265.6454    -711.5157     960.5879
       2.1000   -2790.9870    -885.5305    1192.2752   -2264.8498    -711.2633     960.2480
       2.1100   -2813.6316    -892.6419    1201.8760   -2264.0667    -711.0148     959.9134
       2.1200   -2836.2684    -899.7508    1211.4735   -2263.2959    -710.7703     959.5841
       2.1300   -2858.8975    -906.8573    1221.0677   -2262.5370    -710.5296     959.2598
       2.1400   -2881.5192    -913.9614    1230.6587   -2261.7898    -710.2926     958.9406
       2.1500   -2904.1334    -921.0631    1240.2466   -2261.0541    -710.0592     958.6263
       2.1600   -2926.7403    -928.1626    1249.8313   -2260.3294    -709.8294     958.3168
       2.1700   -2949.3400    -935.2597    1259.4129   -2259.6157    -709.6030     958.0120
       2.1800   -2971.9327    -942.3547    1268.9916   -2258.9126    -709.3801     957.7117
       2.1900   -2994.5183    -949.4474    1278.5672   -2258.2199    -709.1605     957.4158
       2.2000   -3017.0971    -956.5379    1288.1399   -2257.5374    -708.9441     957.1243
       2.2100   -3039.6691    -963.6263    1297.7097   -2256.8648    -708.7308     956.8371
       2.2200   -3062.2345    -970.7125    1307.2767   -2256.2019    -708.5207     956.5541
       2.2300   -3084.7932    -977.7967    1316.8408   -2255.5486    -708.3136     956.2751
       2.2400   -3107.3455    -984.8788    1326.4022   -2254.9046    -708.1095     956.0001
       2.2500   -3129.8914    -991.9589    1335.9608   -2254.2696    -707.9082     955.7290
       2.2600   -3152.4309    -999.0370    1345.5168   -2253.6436    -707.7098     955.4618
       2.2700   -3174.9643   -1006.1131    1355.0701   -2253.0263    -707.5142     955.1983
       2.2800   -3197.4915   -1013.1873    1364.6208   -2252.4176    -707.3213     954.9384
       2.2900   -3220.0127   -1020.2595    1374.1689   -2251.8172    -707.1311     954.6821
       2.3000   -3242.5279   -1027.3299    1383.7144   -2251.2250    -706.9434     954.4293
       2.3100   -3265.0372   -1034.3984    1393.2575   -2250.6408    -706.7584     954.1800
       2.3200   -3287.5407   -1041.4651    1402.7980   -2250.0645    -706.5758     953.9340
       2.3300   -3310.0385   -1048.5300    1412.3362   -2249.4959    -706.3957     953.6913
       2.3400   -3332.5307   -1055.5930    1421.8719   -2248.9348    -706.2179     953.4519
       2.3500   -3355.0173   -1062.6543    1431.4052   -2248.3811    -706.0426     953.2156
       2.3600   -3377.4984   -1069.7139    1440.9362   -2247.8347    -705.8695     952.9824
       2.3700   -3399.9740   -1076.7717    1450.4649   -2247.2953    -705.6987     952.7523
       2.3800   -3422.4443   -1083.8279    1459.9913   -2246.7630    -705.5301     952.5251
       2.3900   -3444.9093   -1090.8823    1469.5154   -2246.2374    -705.3636     952.3009
       2.4000   -3467.3691   -1097.9352    1479.0373   -2245.7186    -705.1993     952.0795
       2.4100   -3489.8237   -1104.9863    1488.5570   -2245.2063    -705.0371     951.8610
       2.4200   -3512.2732   -1112.0359    1498.0745   -2244.7004    -704.8770     951.6452
       2.4300   -3534.7177   -1119.0839    1507.5899   -2244.2009    -704.7188     951.4321
       2.4400   -3557.1573   -1126.1303    1517.1032   -2243.7076    -704.5626     951.2216
       2.4500   -3579.5919   -1133.1752    1526.6144   -2243.2203    -704.4084     951.0138
       2.4600   -3602.0217   -1140.2185    1536.1235   -2242.7390    -704.2560     950.8085
       2.4700   -3624.4467   -1147.2603    1545.6306   -2242.2636    -704.1055     950.6057
       2.4800   -3646.8670   -1154.3006    1555.1356   -2241.7940    -703.9569     950.4054
       2.4900   -3669.2826   -1161.3394    1564.6387   -2241.3300    -703.8100     950.2075
       2.5000   -3691.6937   -1168.3768    1574.1398   -2240.8715    -703.6649     950.0119
       2.5100   -3714.1001   -1175.4127    1583.6389   -2240.4185    -703.5215     949.8187
       2.5200   -3736.5020   -1182.4472    1593.1362   -2239.9708    -703.3799     949.6278
       2.5300   -3758.8995   -1189.4803    1602.6315   -2239.5284    -703.2399     949.4392
       2.5400   -3781.2926   -1196.5120    1612.1249   -2239.0911    -703.1015     949.2527
       2.5500   -3803.6814   -1203.5424    1621.6166   -2238.6589    -702.9648     949.0684
       2.5600   -3826.0658   -1210.5714    1631.1063   -2238.2317    -702.8296     948.8862
       2.5700   -3848.4460   -1217.5990    1640.5943   -2237.8094    -702.6960     948.7062
       2.5800   -3870.8221   -1224.6253    1650.0805   -2237.3919    -702.5639     948.5282
       2.5900   -3893.1939   -1231.6503    1659.5649   -2236.9791    -702.4333     948.3522
       2.6000   -3915.5617   -1238.6740    1669.0475   -2236.5710    -702.3042     948.1782
       2.6100   -3937.9254   -1245.6964    1678.5284   -2236.1674    -702.1765     948.0061
       2.6200   -3960.2850   -1252.7175    1688.0076   -2235.7683    -702.0503     947.8360
       2.6300   -3982.6407   -1259.7374    1697.4852   -2235.3737    -701.9254     947.6677
       2.6400   -4004.9925   -1266.7560    1706.9610   -2234.9833    -701.8020     947.5013
       2.6500   -4027.3404   -1273.7734    1716.4352   -2234.5973    -701.6799     947.3368
       2.6600   -4049.6845   -1280.7896    1725.9078   -2234.2154    -701.5591     947.1740
       2.6700   -4072.0248   -1287.8046    1735.3787   -2233.8377    -701.4396     947.0130
       2.6800   -4094.3613   -1294.8184    1744.8480   -2233.4641    -701.3215     946.8537
       2.6900   -4116.6941   -1301.8310    1754.3158   -2233.0944    -701.2046     946.6962
       2.7000   -4139.0232   -1308.8425    1763.7820   -2232.7287    -701.0889     946.5403
       2.7100   -4161.3487   -1315.8528    1773.2466   -2232.3668    -700.9745     946.3861
       2.7200   -4183.6705   -1322.8620    1782.7097   -2232.0088    -700.8613     946.2335
       2.7300   -4205.9888   -1329.8701    1792.1713   -2231.6545    -700.7492     946.0825
       2.7400   -4228.3036   -1336.8770    1801.6313   -2231.3038    -700.6384     945.9331
       2.7500   -4250.6149   -1343.8828    1811.0899   -2230.9568    -700.5287     945.7852
       2.7600   -4272.9228   -1350.8876    1820.5471   -2230.6134    -700.4201     945.6389
       2.7700   -4295.2272   -1357.8912    1830.0027   -2230.2735    -700.3126     945.4940
       2.7800   -4317.5283   -1364.8938    1839.4569   -2229.9371    -700.2063     945.3507
       2.7900   -4339.8260   -1371.8954    1848.9097   -2229.6041    -700.1010     945.2088
       2.8000   -4362.1204   -1378.8959    1858.3611   -2229.2744    -699.9968     945.0683
       2.8100   -4384.4115   -1385.8953    1867.8111   -2228.9481    -699.8936     944.9292
       2.8200   -4406.6994   -1392.8937    1877.2597   -2228.6250    -699.7915     944.7916
       2.8300   -4428.9840   -1399.8911    1886.7070   -2228.3051    -699.6904     944.6553
       2.8400   -4451.2655   -1406.8875    1896.1528   -2227.9884    -699.5903     944.5203
       2.8500   -4473.5438   -1413.8830    1905.5974   -2227.6748    -699.4912     944.3867
       2.8600   -4495.8190   -1420.8774    1915.0406   -2227.3642    -699.3930     944.2544
       2.8700   -4518.0911   -1427.8708    1924.4825   -2227.0567    -699.2958     944.1234
       2.8800   -4540.3601   -1434.8633    1933.9230   -2226.7522    -699.1996     943.9937
       2.8900   -4562.6261   -1441.8548    1943.3623   -2226.4505    -699.1043     943.8652
       2.9000   -4584.8892   -1448.8454    1952.8004   -2226.1518    -699.0099     943.7379
       2.9100   -4607.1492   -1455.8350    1962.2371   -2225.8560    -698.9164     943.6119
       2.9200   -4629.4063   -1462.8237    1971.6726   -2225.5629    -698.8238     943.4871
       2.9300   -4651.6605   -1469.8115    1981.1069   -2225.2726    -698.7321     943.3634
       2.9400   -4673.9118   -1476.7984    1990.5399   -2224.9851    -698.6412     943.2409
       2.9500   -4696.1602   -1483.7843    1999.9717   -2224.7002    -698.5512     943.1196
       2.9600   -4718.4058   -1490.7694    2009.4023   -2224.4180    -698.4620     942.9994
       2.9700   -4740.6486   -1497.7536    2018.8317   -2224.1384    -698.3737     942.8803
       2.9800   -4762.8886   -1504.7369    2028.2599   -2223.8613    -698.2862     942.7623
       2.9900   -4785.1258   -1511.7193    2037.6869   -2223.5869    -698.1995     942.6454
       3.0000   -4807.3603   -1518.7009    2047.1128   -2223.3149    -698.1135     942.5296
       3.0100   -4829.5921   -1525.6816    2056.5375   -2223.0454    -698.0284     942.4148
       3.0200   -4851.8212   -1532.6614    2065.9611   -2222.7783    -697.9440     942.3011
       3.0300   -4874.0477   -1539.6405    2075.3835   -2222.5137    -697.8604     942.1884
       3.0400   -4896.2715   -1546.6186    2084.8049   -2222.2514    -697.7776     942.0767
       3.0500   -4918.4927   -1553.5960    2094.2251   -2221.9915    -697.6955     941.9660
       3.0600   -4940.7114   -1560.5726    2103.6442   -2221.7339    -697.6141     941.8563
       3.0700   -4962.9274   -1567.5483    2113.0622   -2221.4785    -697.5335     941.7475
       3.0800   -4985.1409   -1574.5232    2122.4791   -2221.2254    -697.4535     941.6398
       3.0900   -5007.3519   -1581.4974    2131.8950   -2220.9746    -697.3743     941.5329
       3.1000   -5029.5604   -1588.4707    2141.3098   -2220.7259    -697.2957     941.4270
       3.1100   -5051.7665   -1595.4433    2150.7236   -2220.4793    -697.2179     941.3221
       3.1200   -5073.9700   -1602.4151    2160.1363   -2220.2349    -697.1407     941.2180
       3.1300   -5096.1712   -1609.3861    2169.5479   -2219.9927    -697.0642     941.1149
       3.1400   -5118.3699   -1616.3564    2178.9586   -2219.7525    -696.9883     941.0126
       3.1500   -5140.5662   -1623.3259    2188.3682   -2219.5143    -696.9131     940.9112
       3.1600   -5162.7602   -1630.2946    2197.7768   -2219.2782    -696.8386     940.8106
       3.1700   -5184.9518   -1637.2627    2207.1844   -2219.0440    -696.7646     940.7110
       3.1800   -5207.1411   -1644.2299    2216.5910   -2218.8119    -696.6913     940.6121
       3.1900   -5229.3281   -1651.1965    2225.9966   -2218.5816    -696.6186     940.5141
       3.2000   -5251.5127   -1658.1623    2235.4013   -2218.3534    -696.5465     940.4169
       3.2100   -5273.6951   -1665.1274    2244.8050   -2218.1270    -696.4750     940.3205
       3.2200   -5295.8753   -1672.0918    2254.2077   -2217.9024    -696.4042     940.2250
       3.2300   -5318.0532   -1679.0555    2263.6095   -2217.6798    -696.3339     940.1302
       3.2400   -5340.2289   -1686.0185    2273.0103   -2217.4589    -696.2641     940.0362
       3.2500   -5362.4024   -1692.9808    2282.4102   -2217.2399    -696.1950     939.9429
       3.2600   -5384.5737   -1699.9424    2291.8092   -2217.0227    -696.1264     939.8504
       3.2700   -5406.7428   -1706.9033    2301.2072   -2216.8072    -696.0584     939.7587
       3.2800   -5428.9098   -1713.8636    2310.6044   -2216.5935    -695.9909     939.6677
       3.2900   -5451.0747   -1720.8231    2320.0006   -2216.3814    -695.9240     939.5775
